"sampleID"	"BAK"	"BAX"	"BID"	"BIM"	"CASPASE7CLEAVEDD198"	"BADPS112"	"BCL2"	"BCLXL"	"CIAP"	"CDK1"	"CYCLINB1"	"CYCLINE1"	"CYCLINE2"	"P27PT157"	"P27PT198"	"PCNA"	"FOXM1"	"X53BP1"	"ATM"	"BRCA2"	"CHK1PS345"	"CHK2PT68"	"KU80"	"MRE11"	"P53"	"RAD50"	"RAD51"	"XRCC1"	"FIBRONECTIN"	"NCADHERIN"	"COLLAGENVI"	"CLAUDIN7"	"ECADHERIN"	"BETACATENIN"	"PAI1"	"ERALPHA"	"ERALPHAPS118"	"PR"	"AR"	"INPP4B"	"GATA3"	"AKTPS473"	"AKTPT308"	"GSK3ALPHABETAPS21S9"	"GSK3PS9"	"PRAS40PT246"	"TUBERINPT1462"	"PTEN"	"ARAFPS299"	"CJUNPS73"	"CRAFPS338"	"JNKPT183Y185"	"MAPKPT202Y204"	"MEK1PS217S221"	"P38PT180Y182"	"P90RSKPT359S363"	"YB1PS102"	"EGFRPY1068"	"EGFRPY1173"	"HER2PY1248"	"HER3PY1298"	"SHCPY317"	"SRCPY416"	"SRCPY527"	"X4EBP1PS65"	"X4EBP1PT37T46"	"X4EBP1PT70"	"P70S6KPT389"	"MTORPS2448"	"S6PS235S236"	"S6PS240S244"	"RBPS807S811"	"CAVEOLIN1"	"MYH11"	"RAB11"	"GAPDH"	"RBM15"
"TCGA-AX-A062"	0.64272	0.88774	-0.060938	0.36425	0.84409	-0.25932	1.0835	0.081801	0.60045	0.34295	0.78079	-0.48849	0.32565	0.12155	0.47927	1.2258	0.25937	-0.46486	-0.2803	0.33498	-0.16518	0.33695	0.057046	0.27954	0.042729	1.0421	0.2213	0.57834	-0.40902	-0.030175	0.48382	-0.32433	2.2769	0.58875	-0.061437	0.50883	0.26195	-0.035022	-0.4524	-0.3357	-0.43331	-1.1156	-1.0795	-1.5795	-1.4083	-0.22075	-0.55922	0.15567	-0.12348	-0.14996	-0.0062751	-0.11096	-0.66627	0.079947	-0.67175	-0.17386	-0.17018	-0.22233	0.20517	-0.45497	0.24107	-0.084956	-0.15072	-0.78562	-0.57699	-1.421	0.11776	-0.36087	-0.38652	-1.1829	-1.0503	-1.1133	0.98254	3.2777	0.29418	0.96243	-0.053081
"TCGA-AX-A06B"	0.60985	0.12445	-0.30629	0.68252	-0.33695	-0.40963	-0.095212	0.32427	-0.020786	-0.032841	0.26868	0.77202	0.22927	-0.030256	0.097826	0.026357	-0.14854	0.34788	-0.62774	-0.13943	-0.034414	-0.10991	-0.5899	-0.078135	0.46054	0.61343	0.34582	0.4115	0.41913	0.20341	0.4716	-0.2449	0.39168	0.42432	-0.66033	3.3192	0.31277	0.55471	1.2907	-0.24005	-0.18365	-1.4048	-1.1883	-1.8128	-1.5434	-0.4438	-0.58205	0.89274	-0.084073	-0.14084	-0.19825	-0.29145	-0.73247	-0.5876	-1.1839	-0.46606	-0.25754	-0.012187	0.15045	-0.16932	0.085016	0.058763	-0.45741	-1.2712	-0.24847	-0.068516	0.68118	-0.41004	-0.32997	0.69785	1.2904	-1.4966	0.9947	5.1542	0.18148	-0.61682	-0.064697
"TCGA-AX-A06F"	0.5445	0.21906	-0.19266	0.083976	1.4074	0.24892	-0.54835	0.077963	0.2259	0.057282	1.1492	1.6155	0.25215	-0.042595	0.066867	0.25082	-0.00033279	-0.0059442	-0.093464	-0.31322	0.087536	-0.16904	-0.12776	-0.16716	-0.34858	0.20764	0.19391	-0.12727	0.33792	0.26175	0.059405	0.14936	0.62235	1.2246	0.48193	0.065728	-0.36652	-0.12606	-0.14947	-0.8424	-0.27013	1.4153	1.0432	0.57507	0.6498	0.24164	0.37153	0.28891	-0.089668	-0.062257	-0.20676	-0.24178	0.14743	-0.15267	-0.15076	-0.36154	0.040067	-0.51246	0.083929	-0.13023	-0.11897	-0.42192	-0.32039	-1.3316	5.3394e-05	-0.23431	0.19282	-0.4194	-0.26426	-0.0043339	0.21143	0.25354	-0.55949	2.9718	-0.042401	0.67552	0.12778
"TCGA-AX-A064"	-0.60754	0.1966	0.072226	0.45525	-0.15258	-0.18299	-0.16649	-0.068144	0.24053	-0.029273	0.9766	0.49429	0.014155	-0.16883	-0.26508	0.439	-0.24826	0.086481	0.29754	0.24694	-0.19201	-0.2867	-0.030836	-0.07853	-0.32159	0.22418	0.31024	0.34942	-0.45166	-0.12927	-0.28303	0.83788	0.80823	1.0941	0.0026318	1.8859	0.76363	-0.21312	0.012181	-0.64188	-0.43013	3.4989	3.0939	1.0744	0.98943	-0.071047	0.3832	0.38283	0.10593	-0.44456	0.017586	-0.16601	-0.00023293	0.12001	1.4178	0.10568	0.01858	-0.30764	-0.15742	-0.45407	-0.1153	0.14835	-0.14024	0.26553	-0.098254	-0.044772	0.077003	-0.28447	-0.010095	-0.15756	-0.98757	1.243	-0.40766	0.51046	0.22322	0.69597	-0.15605
"TCGA-AX-A0IZ"	-0.25831	0.0045254	0.026283	-0.27802	2.1558	0.16668	0.74609	0.089189	-0.2366	-0.056168	-0.24752	0.085034	0.008269	-0.17129	0.011473	-0.087273	-0.47908	-0.23296	0.31644	-0.17894	0.23309	-0.28793	0.16887	-0.025584	-0.39486	0.27071	0.12953	-0.06131	-0.43263	0.17475	-0.08185	-0.0032885	-0.061577	1.1734	-0.66604	1.4383	0.28962	0.080545	-0.4494	0.25751	-0.30021	0.49509	0.47457	-0.17431	-0.074634	-0.28884	-0.28016	0.23358	-0.03438	0.039939	-0.12167	0.97782	0.14057	0.19071	1.0523	-0.04242	0.093364	-0.28294	-0.037231	-0.23153	-0.10195	-0.099623	-0.50084	-0.079973	0.42615	-0.32649	-0.10487	-0.16435	0.063453	0.90494	0.50096	-0.40686	2.8235	5.2737	0.56358	0.57059	-0.22729
"TCGA-AP-A051"	0.28087	-0.46417	-0.2986	0.2544	-0.41192	-0.52406	0.46688	-0.29718	0.11153	-0.20236	1.1832	0.14668	0.42287	0.020015	0.18135	0.44484	0.26596	0	0.96999	0.01238	-0.11166	-0.077084	0.38202	0.030279	-0.088245	-0.19127	-0.042027	-0.33647	-0.77218	-0.34727	-0.42772	-0.092781	0.1283	0.57761	-0.86736	2.0234	0.12111	0.87538	0.97381	-0.56635	-0.67265	0.95976	0.66092	-0.49611	-0.69952	0.0013212	0.17975	-1.0024	0.14529	-0.051537	-0.17199	-0.054331	-0.565	-0.34036	-0.42895	-0.26163	-0.49468	0.011581	-0.023015	-0.19	0.074112	0.43389	-0.42063	-0.9173	0.41182	-0.84322	-0.078476	-0.017943	-0.2127	-0.12544	-0.047241	-0.7493	-1.3354	-0.48419	-0.09621	-0.10189	0.66793
"TCGA-AX-A06J"	0.22249	-0.17016	-0.060678	-0.04585	-0.30544	-0.12342	-0.19845	-0.048603	-0.16221	-0.29906	-1.1972	0.11144	0.024148	0.071886	0.20229	-0.19254	-0.34629	0.68941	0.33677	0.18807	0.19672	0.083777	0.11034	0.17992	-0.11975	-0.053311	-0.1197	-0.056595	-0.28913	-0.30448	-0.091996	2.8332	0.90097	0.85133	0.30371	1.5772	0.40712	0.50078	0.76114	-0.29018	-0.54354	2.195	1.7809	0.10666	0.51274	0.1474	0.45565	-0.76852	0.12848	0.20731	0.0092748	0.12084	0.3143	-0.10483	0.17701	0.075742	-0.090162	0.61089	0.062351	0.25407	0.060277	0.35519	-0.10131	-0.17287	-0.36849	-0.23877	0.028178	-0.023261	-0.05158	-0.12325	-0.42478	0.38099	-1.331	0.16206	0.19458	-1.2063	0.011737
"TCGA-AX-A05U"	0.40769	-0.058686	-0.032787	0.30787	-0.57315	-0.20757	0.49862	-0.14719	-0.18095	-0.15048	-0.73556	0.53087	0.28528	0.030703	0.061247	0.08002	-0.37476	0.48623	1.0932	0.31471	0.018224	0.23723	0.20374	0.12977	-0.22107	-0.084288	-0.091886	0.18157	-0.51743	0.42191	-0.023392	1.4322	0.09282	0.53922	-0.59719	2.7368	0.51228	1.0885	0.7683	-0.4961	-0.49722	1.2791	0.81359	0.27894	0.24448	0.030429	0.31012	-0.1693	0.070747	0.042019	0.043093	0.42053	0.075042	-0.038757	-0.55359	0.016297	-0.38113	0.39678	0.090291	-0.0543	0.074262	0.39258	-0.26805	-0.7115	-0.60342	-0.60893	-0.20307	0.65076	0.12076	-0.25798	-0.86482	-0.58031	-1.6493	-1.4098	-0.12069	-0.7554	-0.012452
"TCGA-AX-A063"	0.38103	-0.46793	-0.22821	-0.21035	0.66666	0.17374	0.4308	-0.14934	-0.026952	-0.25272	-0.81572	-0.26568	0.41429	-0.017966	0.12777	-0.17689	-0.14867	0.37325	0.082535	0.026118	0.095389	-0.20171	0.12783	-0.12356	-0.31479	-0.26144	-0.22628	0.0049424	-0.95307	0.26126	-0.31933	0.90026	0.50653	1.136	-0.88793	3.7963	2.1873	0.71912	0.32669	-0.54364	-0.60906	2.1134	1.7211	0.22793	0.30343	0.17964	0.31251	-0.74824	0.080424	0.019187	0.11709	-0.032191	1.1979	0.22289	0.42138	0.45836	0.069847	0.60545	0.052522	0.20261	-0.045521	0.42511	-0.23397	-0.38276	0.21903	-0.13434	0.010268	0.15339	0.21521	0.98529	0.7086	0.20064	-1.4525	-0.70676	-0.089715	-0.47953	0.42188
"TCGA-AX-A06L"	-0.53881	0.11571	-0.26712	0.11183	0.37481	0.078104	0.35674	-0.37946	0.20184	-0.14986	-0.48204	0.89576	-0.16733	-0.065945	0.12159	0.078779	-0.39043	0.47503	1.3473	0.29797	-0.068912	-0.13386	0.01813	0.039914	-0.083801	0.28619	-0.091818	0.051809	-0.18361	-0.56555	0.043578	-0.26959	0.98678	-1.6702	-0.38198	2.906	0.8475	-0.10062	0.48941	0.012902	-0.84813	1.4646	1.5343	0.6451	0.47255	-0.041335	-0.062477	-0.49	0.11436	0.10638	0.00049291	0.2625	0.65027	0.49974	1.0967	-0.064009	-0.15579	-0.08584	-0.27501	-0.3941	0.026847	0.35362	-0.25577	0.021134	-0.4453	-0.18958	0.28809	-0.024259	0.018094	-0.22271	-0.72795	-0.015051	-0.595	3.1708	-0.12382	-0.20355	-0.10692
"TCGA-AP-A05P"	0.44955	0.080858	-0.20392	0.26431	0.56636	-0.71326	1.4314	-0.061459	-0.03854	-0.40396	-1.5973	-0.45943	0.27819	-0.014463	0.087445	0.014826	-0.44702	0.44085	1.2128	0.3087	-0.1561	-0.016556	0.41014	0.12291	0.020251	0.30854	-0.027808	0.17987	-0.94411	-0.17443	-0.095905	1.6771	0.13184	1.133	-0.58072	1.8237	0.2467	0.76988	0.46446	1.2426	-0.018522	-1.2347	-1.1943	-2.2439	-1.4137	-0.33472	-0.28987	0.60394	0.16575	-0.065202	0.019204	0.092828	-0.79538	-0.5622	-1.1241	-0.21249	-0.23421	0.051186	0.1137	-0.21269	0.096863	0.41751	-0.33636	-1.2922	-0.50925	-1.9113	-0.089197	-0.027949	-0.080278	-0.46317	-0.66775	-1.298	-0.8195	-0.38286	-0.047754	-0.46855	0.44693
"TCGA-AP-A054"	0.013946	-0.020868	0.35042	-0.24951	-0.31116	-0.58474	-0.24698	-0.047959	-0.40849	0.086036	0.78184	-0.091234	0.47788	0.0090909	-0.022937	0.42656	0.36001	0.1921	-0.67209	0.12894	-0.14626	0.0069669	0.37484	0.19214	0.23596	-0.30443	0.42163	0.050309	0.95065	0.65681	0.43373	0.43546	-1.0231	0.014427	2.1783	-1.0599	-0.38888	0.11996	-0.22934	-0.81946	-0.22921	-0.60496	-0.74046	-2.0155	-1.533	-0.36588	-0.28852	-1.1674	0.020978	-0.32936	-0.030888	-0.23986	-0.96051	-0.46549	-1.1232	0.057591	-0.15576	-0.37864	0.26053	-0.32347	0.12345	-0.24811	-0.44789	-1.4656	-0.41979	-1.6852	-0.16808	0.2058	-0.31966	-1.0702	-0.86202	-1.3739	-0.8303	2.1567	0.22541	0.90401	0.0042414
"TCGA-AP-A059"	-0.10067	0.47141	-0.05415	0.022756	1.8485	-0.37989	0.095684	0.10842	0.028386	0.099784	1.03	-0.13508	0.25402	-0.011359	0.018712	0.25873	0.16192	0.18451	-0.25678	0.22633	0.082599	-0.17873	0.3117	0.10382	0.32447	0.08119	0.31187	0.5726	-0.80561	0.23267	-0.30081	1.0299	-0.6736	-0.057774	-0.98197	2.1833	0.054173	-0.010853	0.67433	0.032712	-0.19292	-1.2474	-0.96715	-1.4171	-1.4917	-0.33957	-0.459	0.66123	-0.07141	-0.36822	-0.098727	-0.25046	-0.96204	-0.3932	-0.98693	0.079969	-0.307	-0.36776	-0.0062391	-0.36342	-0.015393	-0.1432	-0.16235	-1.3825	-0.067515	-0.84864	0.025435	-0.033292	-0.052315	-0.28222	-0.27121	0.073733	0.27352	0.35862	-0.13716	0.3661	0.15138
"TCGA-AP-A05O"	-0.25755	1.0945	0.17117	0.49256	1.5484	-0.46658	0.58154	0.33229	-0.0099169	0.20053	0.21337	-0.27075	-0.23923	-0.022866	-0.039478	0.35086	-0.18321	0.12898	-0.51619	-0.11875	-0.097138	-0.29799	0.13178	-0.032562	-0.37653	0.92105	0.1687	0.19692	-0.066198	0.65627	0.73885	-0.04833	0.87626	-0.11952	-0.51885	2.8003	0.078318	0.89381	0.12529	-0.45425	0.15207	-0.94757	-0.29176	-0.83481	-1.0873	-0.70394	-0.42224	-0.12505	-0.23611	-0.46749	-0.14461	-0.33398	-0.80809	-0.41996	-0.26353	-0.45976	-0.2224	-0.3452	0.066942	-0.26511	-0.027862	-0.0067286	-0.41436	-1.1125	-0.0029883	-1.9825	-0.14178	0.050521	-0.16379	-1.5593	-1.4533	-1.4629	2.0984	4.9609	0.66129	1.3966	-0.47752
"TCGA-B5-A0K7"	-0.091269	0.11493	-0.034203	1.4543	1.0184	-0.19473	1.46	-0.011995	-0.29926	-0.19097	-0.58823	-0.36128	-0.0023649	-0.010948	0.14163	-0.079511	-0.41664	0.51162	0.061527	0.1051	-0.11564	-0.021472	0.28992	0.069862	-0.19999	0.31258	0.031915	0.1005	-0.13612	0.74366	0.37781	0.13408	-0.14245	-0.77743	0.14775	2.266	0.71637	0.28894	-0.13864	-0.43511	-0.13136	-0.12281	0.02629	-0.54827	-0.18806	-0.1764	-0.30947	-1.3327	0.020579	0.21846	-0.023314	0.21062	0.15152	-0.018772	0.0032848	-0.20078	-0.11853	0.86699	0.025494	0.30725	-0.0087434	0.46354	-0.0013745	-0.98441	-0.10549	-0.46286	0.086737	0.070238	-0.31721	0.041297	0.25075	-0.33364	-0.49463	-1.7128	0.30249	0.65118	0.14619
"TCGA-BK-A0C9"	-0.10802	0.36244	-0.29956	-0.097519	0.2818	0.22976	-0.11517	-0.13701	-0.0092484	0.040416	0.41436	-0.12229	0.015289	-0.0018571	0.29538	0.13866	0.078486	0.68948	-0.88762	-0.19047	0.051795	-0.30004	-0.029416	-0.24416	-0.53445	-0.04017	-0.18959	0.29587	-0.9292	-0.083187	-0.04322	0.52245	1.3408	1.3737	-0.19888	2.9499	0.93099	0.49096	0.37349	-0.064964	0.059813	2.8084	2.578	0.85877	1.0198	0.80331	0.90296	0.13049	-0.034766	0.11933	0.040392	-0.17672	1.0029	0.3325	0.79513	0.4379	0.2911	-0.042157	-0.067503	-0.045725	-0.16674	0.17934	0.6366	0.070066	0.084809	1.0608	0.025113	-0.35296	-0.11077	0.76956	0.53207	0.95334	0.28253	0.027355	-0.012936	0.6475	0.48604
"TCGA-BK-A0CA"	-0.50669	0.046411	-0.30883	-0.043621	-0.31432	0.069669	0.063585	0.0026734	0.12601	0.055278	-0.22219	0.51029	-0.31516	-0.079166	-0.26408	0.29094	-0.48364	0.90399	-0.038458	0.22452	-0.028975	-0.27526	0.10831	-0.065687	-0.42996	0.73143	-0.089429	0.37676	-1.0107	-0.17384	0.30371	0.85607	0.78273	0.469	-1.0781	3.1988	0.24419	0.0014994	0.11695	0.59623	-0.34859	1.7163	1.3696	0.44466	0.1739	0.11572	0.47337	0.72079	0.051636	0.16339	-0.17355	-0.11396	0.17812	0.022841	0.5824	-0.073189	-0.078722	-0.16751	-0.25619	-0.051486	-0.19367	-0.22082	0.29365	0.040323	-0.10495	-0.2574	-0.14932	-0.21485	0.077713	-0.75226	-1.0518	0.17001	1.4822	1.7507	0.30973	-0.15406	-0.0786
"TCGA-BK-A0CC"	-0.54191	-0.48033	0.058636	0.005165	-0.22497	0.12504	-0.37124	0.11737	-0.13688	0.027372	-0.10291	0.50213	-0.30921	-0.08304	-0.15794	-0.037574	-0.47322	-0.18261	0.093494	-0.11243	-0.22204	0.61705	-0.79947	0.15904	0.00476	-0.27173	0.0195	-0.056327	1.1215	0.0088895	0.30889	0.029932	-1.026	-0.82239	1.4315	-0.69099	-0.7582	-0.19712	-0.62398	-0.59673	0.12697	0.6219	0.15717	0.46591	0.76234	-0.19124	0.032684	0.65507	0.37106	0.42844	0.15325	0.33045	1.1832	0.44984	0.67138	0.40687	-0.0093578	0.15698	-0.24302	-0.084095	0.0046731	0.22287	0.48151	0.97576	0.49588	0.43076	-0.14117	0.50249	0.29454	1.6644	2.0758	0.012354	1.2802	0.37925	0.41151	-1.4504	-0.60777
"TCGA-AX-A0IS"	0.55446	0.24944	-0.092723	0.50651	0.34112	-0.16043	0.87812	-0.031371	0.080297	-0.14371	0.60891	-0.87578	0.36636	-0.060623	0.12594	-0.13102	-0.0084457	0.14369	0.37793	0.13892	0.24496	0.13056	0.28739	0.056277	-0.3949	-0.068779	-0.1455	0.28805	-0.36045	0.55116	-0.2902	-0.038325	0.52127	0.13114	-0.5334	2.3292	0.5729	0.048247	-0.03718	-0.6021	-0.37908	2.491	1.5974	-0.13324	0.054447	0.26912	-0.11035	-0.77838	-0.087841	0.48204	-0.11424	0.84261	0.11313	-0.30266	0.15109	0	-0.086922	0.027174	0.078558	-0.10425	-0.088919	0.26799	-0.39308	-0.14844	0.17031	0.15905	-0.22937	0.66096	0.015362	0.79156	0.92986	0.030836	-1.2814	-0.25242	0.16224	0.74472	0.70848
"TCGA-AX-A0J1"	0.59323	-0.66919	-0.16086	0.029957	0.22407	0.19513	0.19081	-0.18419	-0.30533	-0.17876	0.3549	-0.0083625	0.50284	0.0023308	0.2142	0.040581	0.074454	0.036472	-0.76624	-0.1596	0.13576	-0.17201	0.45226	-0.079877	-0.43363	-0.22981	-0.19451	-0.071824	-0.74766	-0.17049	-0.20722	0.78647	0.55914	1.1501	-0.66254	3.1191	1.1293	0.39854	1.0525	-0.56712	-0.68515	2.2677	1.7328	0.58374	0.26576	0.22895	0.32017	0.89261	0.11391	0.32632	0.11424	-0.053436	0.9321	0.48799	0.29891	0.79998	0.22027	0.18335	0.14106	-0.040214	-0.047671	0.2965	-0.1681	-0.051035	0.088849	0.25929	0.084714	-0.06003	0.13962	1.7967	1.294	0.36895	-1.1677	1.5081	-0.17829	1.0227	0.79867
"TCGA-AX-A0J0"	-0.25484	-0.18851	-0.095021	0.91034	1.4066	0.0013811	-0.6359	-0.043788	-0.13786	0.58934	1.8273	0.71467	0.16454	-0.0086541	0.044587	0.2504	0.17021	0.7638	0.027946	0.15995	-0.042462	-0.12319	0.55043	0.021412	-0.28476	-0.11869	0	0.27467	-0.77206	-0.27986	-0.032982	0.89256	0.50053	-0.68214	-0.042983	2.1244	-0.35421	-0.29741	0.47139	-0.70686	-0.67691	2.2507	1.6088	0.36262	-0.35003	0.24259	0.72555	-0.12841	0.12014	0.61856	0.04964	-0.11076	0.43548	-0.034808	-0.16982	-0.23025	-0.18612	-0.14921	-0.0061396	-0.1356	-0.0030811	0.10284	0.12876	0.77222	-0.14769	0.25978	-0.024491	0.054049	0.075005	0.45881	0.72113	-0.17161	-1.4416	-0.65276	-0.027614	0.043918	0.15652
"TCGA-AX-A0IW"	0.053905	-0.12351	-0.066901	0.14846	-0.58506	0.43161	1.1106	0.21208	-0.34039	0.26677	0.92959	-0.28737	-0.05052	0.022373	0.036062	-0.11437	0.51634	0.86985	-0.18059	0.027023	0.53809	-0.088865	-0.055762	-0.18214	-0.40603	0.79864	0.10963	-0.18708	-0.046529	0.30207	-0.05462	-0.50628	-0.11575	0.87585	-1.03	3.0231	0.13213	0.28572	0.40183	-0.67319	-0.34661	-0.2377	-0.16898	0.37371	-0.026984	-0.052462	-0.24305	0.44795	-0.38401	0.45591	-0.062864	0.04237	0.78611	0.12087	0.73973	-0.39026	-0.12984	-0.52908	0.013722	-0.28493	-0.0041606	-0.38264	-0.57035	-0.069891	0.71419	1.015	0.13465	-0.15456	0.34798	0.21879	0.2218	0.63536	2.6687	7.7468	0.21389	0.61678	0.61372
"TCGA-B5-A0K2"	0.32894	0.49572	0.47397	-0.088096	0.61123	-0.2255	-0.39475	0.57924	-0.17048	0.053691	-1.2756	0.40547	-0.10235	0.1452	0.19577	-0.22167	-0.56596	0.30315	-0.91444	-0.057959	0.074152	0.17316	-0.046715	0.28877	-0.024612	0.46403	0.58015	-0.17984	-0.8927	0.80439	0.27237	1.312	0.64841	0.77988	-0.10008	2.2025	0.56664	0.25236	0.23953	0.95754	-0.17435	-0.57291	-0.30674	-0.58732	-0.80457	-0.34313	-0.35808	-0.02443	-0.04722	-0.26979	0.19951	-0.10276	-0.74073	-0.24229	-0.44153	0.2043	0.064923	-0.033819	0.34283	0.29527	0.29564	-0.2883	0.23686	-0.83899	-0.28316	-1.1127	0.20623	-0.21862	-0.36998	-0.422	-0.42862	-1.1787	-0.95265	-0.30569	0.19976	0.88461	-0.13906
"TCGA-B5-A0JY"	0.50714	0.39664	-0.2154	0.10897	0.78703	0.02344	-0.017311	0.33646	0.12035	0.038244	1.742	-0.067881	0.29704	-0.0040608	0.056551	0.3161	0.057739	0.87583	-0.49476	-0.087147	0.047823	-0.15164	0.18082	-0.19954	-0.33546	-0.073065	0.23444	-0.20477	-0.30185	0.5728	-0.131	0.79385	0.051277	1.0679	-0.49446	0.98336	-0.092204	0.075653	-0.48373	-0.47355	-0.13829	1.623	1.5903	0.91418	1.037	0.19998	0.79182	-0.0063624	-0.16376	-0.23521	-0.11914	-0.31703	-1.2105	-0.70878	-0.29014	-0.35863	-0.12799	-0.43311	0.066037	0.13957	-0.0036922	-0.39106	-0.23012	-0.3978	-0.21929	-0.48841	0.085904	-0.48389	-0.19494	-0.57011	-0.02773	0.48934	0.38857	2.0701	0.12985	0.68139	0.72007
"TCGA-B5-A0K9"	-0.46145	-0.0066802	0.15478	-0.22064	0.44379	-0.030004	-0.14358	0.089612	-0.37614	0.22836	-0.6512	-0.32181	-0.21438	-0.010313	-0.17446	-0.33331	-0.68163	-0.58096	-0.27898	-0.50358	0.062821	-0.29367	-0.32804	0.093506	-0.33252	-0.059023	0.17862	-0.47646	0.5193	0.34164	1.3652	-0.16961	-0.59251	-0.060073	-0.31177	1.09	-0.32993	0.1446	-0.24928	0.82395	0	0.61268	0.37879	0.12591	-0.023093	-0.16916	0.035	0.19644	0.16423	0.034984	-0.085814	0.059986	0.55069	-0.018501	0.78923	-0.092621	-0.040437	0.0018083	0.027951	0.014525	-0.090949	-0.15545	0.3782	0.021564	0.23521	-0.81277	-0.22442	-0.30438	0.27799	-0.45926	-0.29045	-0.33648	2.6496	6.1871	0.50968	0.356	-0.34682
"TCGA-B5-A0K3"	-0.095165	-0.069761	-0.16286	0.51891	-0.51021	0.029049	-0.94765	0.44596	-0.067732	0.33823	1.7691	1.2414	0.023976	-0.071767	-0.036496	0.35515	-0.44693	0.10829	-0.4132	0.026114	-0.10471	0.34489	0.37998	-0.057036	1.415	0.35102	0.23184	0.63467	-0.64752	0.038163	-0.04367	3.4901	0.30779	0.031985	-0.46392	1.4967	0.16855	-0.15407	-0.56549	0.17266	-0.22142	0.23939	0.59296	0.058943	-0.0099698	0.017857	-0.14645	0.27224	-0.01918	0.16813	-0.27825	-0.22408	0.34108	-0.15488	-0.48875	0.13872	0.44013	-0.35416	-0.05036	0.36814	-0.17084	-0.12562	-0.084197	-0.82474	-0.075218	0.08109	0.06745	-0.32418	-0.094704	0.20165	0.075964	0.8449	-0.014461	1.951	-0.099552	2.0711	0.43724
"TCGA-B5-A0K4"	-0.28551	0.69725	1.1624	-0.83538	-0.014933	-0.17113	-0.64538	0.73138	-0.47002	0.55345	-1.5325	-0.20423	-0.31119	0.2726	0.17147	-0.12721	-0.35337	-0.45838	-0.80644	-0.40277	-0.12395	0.30333	-0.8614	0.65019	0.32826	-0.026571	0.65515	-0.49701	1.3575	0.94576	0.60986	1.6604	-0.54869	-0.23787	2.8176	1.486	-0.068306	0.90986	-0.17128	-0.34943	0.46524	0.18181	0.4337	-0.60676	-0.31282	-0.14525	-0.070691	-0.59122	0.30011	0.16827	0.27473	0.23224	0.016224	0.12926	-0.30919	0.58831	0.20852	0.036003	0.41419	0.29301	0.19786	0.0058324	0.084971	-0.79982	-0.41468	-1.1991	-0.11175	0.24588	-0.1187	-0.4941	-0.58508	-0.83151	0.62637	0.46747	1.1067	-0.12692	-0.60342
"TCGA-A5-A0GX"	0.029319	0.13314	0.020266	-0.11384	0.2973	0.42611	0.92651	0.07457	-0.21118	0.053549	-1.7791	-0.67233	0.02767	0.053077	-0.17792	-0.30442	-0.88449	0.38695	-0.14021	-0.2094	0.55555	-0.38911	0.44063	-0.23925	-0.68314	0.77784	-0.1467	-0.018083	-0.74855	0.53243	0.24089	-0.40928	-0.24407	0.69432	-1.0537	3.3203	0.54113	0.86059	1.0428	-0.16895	-0.21744	1.4747	1.2497	0.6035	0.68945	0.23651	0.40449	0.23194	-0.021067	0.44326	0.011889	0.40857	0.070629	-0.10974	0.91385	-0.21036	0.017872	0.28355	0.044873	-0.033456	-0.24307	-0.081103	0.33196	0.18185	0.64392	-0.007912	-0.28189	-0.25213	0.29254	-0.41601	0.011655	-0.32723	1.9613	5.2543	0.36895	1.044	0.79771
"TCGA-A5-A0GA"	0.02818	0.048821	-0.055511	-0.42822	0.73668	0.28354	-0.11485	-0.098416	-0.21231	0.69915	0.99692	0.78404	-0.016659	-0.0011391	-0.072951	0.1076	0.14269	0.051846	-1.1789	-0.47904	0.084809	-0.18624	0.17185	-0.29374	-0.60255	0.28136	-0.053037	-0.26701	-0.28167	0.16822	-0.35368	1.1201	0.42857	1.2809	-0.67863	1.9007	0.5454	-0.1642	-0.59712	0.15333	-0.28145	2.7868	2.2972	0.81872	0.29472	0.30598	0.5544	0.19855	0.11665	0.1814	0.097844	-0.18162	1.5661	1.2668	1.1241	0.58867	0.61286	-0.088061	-0.0094157	-0.011481	-0.19227	-0.39829	0.12549	-0.20058	0.6916	0.28032	0.025506	-0.50762	-0.10546	1.0442	0.49337	1.111	0.49611	3.1279	0.38772	0.9423	0.59537
"TCGA-A5-A0G3"	0.68703	-0.54476	-0.084875	0.55603	-0.88542	0.97179	0.13858	0.12177	-0.24749	0.32031	0.88934	1.1236	0.28529	0.24691	0.062947	0.35187	0.11856	0.54665	-1.3663	-0.0067649	0.63213	0.25906	0	-0.12057	1.8016	0.65805	0.20243	-1.2925	-0.46766	0.99518	-0.024936	-0.82854	-1.9818	-0.04518	-0.63102	-0.8174	0.001428	-0.024494	0.37673	-0.91386	-0.32577	-0.83054	-0.77306	0.23544	0.68075	0.32646	0.36927	0.0018707	-0.031531	0.69982	-0.11179	-0.032821	-0.30214	-0.46056	0.04415	-0.15727	-0.0051465	0.75833	0.1195	0.53398	0.14443	-0.081089	0.37046	0.51913	0.21523	-0.041593	0.16146	-0.28007	0.13111	-1.0416	-1.0104	0.50268	-0.5393	0.43391	-0.25875	0.30856	0.95215
